item_id,src,hypo_A,hypo_B,label
item_0154,"And then, exactly a year ago, Hogwarts had written to Harry, and the whole story had come out.",随后，就在整整一年前，霍格沃茨给哈利寄来了信，整件事的真相也随之水落石出。,接着，就在整整一年前，霍格沃茨给哈利写了信，整个事情的真相这才水落石出。,
item_0155,"So there is no question of closing down, there is a question of the practical discretion of the committee.",因此，不存在关闭的问题，关键在于委员会在实际操作中的酌情决定权。,因此，这根本不是关停的问题，而是委员会在实际操作中如何行使裁量权的问题。,
item_0156,Do you storm a church taken over by terrorists who took the priests hostages?,如果恐怖分子占领了教堂并将神职人员劫持为人质，你会选择强攻吗？,你会强攻一座被恐怖分子占领、且多名神父被劫持为人质的教堂吗？,
item_0157,"How could I work with her to get off her four hand,get balance, and lope smoothly and slowly??",我该如何训练她，让她减轻前肢负重、找到平衡，并平稳且缓慢地慢跑呢？,我该如何训练她摆脱前肢负重、保持平衡，并能平稳而缓慢地慢跑？,
item_0158,"Nevertheless, most European countries still trade with Iran, try to appease it and refuse to read the clear signals.",然而，大多数欧洲国家仍与伊朗保持贸易往来，一味对其绥靖，拒绝看清这些明摆着的信号。,尽管如此，大多数欧洲国家仍与伊朗保持贸易往来，试图安抚它，却拒绝正视那些清晰的信号。,
item_0159,As a child in the 50's I had a lot of glandular problems and they treated it with radiation therapy (primitive at best!) and stopped when a lesion on my neck started enlarging--they said it was not CA but stopped the treatments....,20世纪50年代我还是个孩子时，曾有很多腺体方面的问题，他们用放射治疗来处理（充其量也只是很原始的疗法！）。后来我脖子上的一个病灶开始变大，他们就停止了治疗——他们说那不是癌症，但还是停了治疗……,在上世纪50年代我还是个孩子的时候，我有很多腺体问题，他们用放射疗法（充其量也就是原始水平！）来治疗，直到我颈部的一处病变开始变大时才停下来——他们说那不是癌症，但还是停止了治疗……,
item_0160,"The next morning, Quinn woke up earlier than he had in several weeks.",第二天清晨，奎恩醒得比过去几周都要早。,第二天早上，奎因醒得比过去几周都要早。,
item_0161,"Dando, equally assured, went on talking as if without interruption.",丹多也同样镇定自若，仿佛从未被打断似的继续说了下去。,丹多同样泰然自若，继续往下说，仿佛中间毫无停顿。,
item_0162,The vote will take place tomorrow at 12 noon.,投票将于明天中午12点举行。,投票将于明天中午12点举行。,
item_0163,"Mrs Weasley had shouted herself hoarse before she turned on Harry, who backed away.",韦斯莱夫人喊得声嘶力竭，随后便把矛头指向了哈利，哈利吓得直往后退。,韦斯莱夫人吼得嗓子都哑了，这才转身冲哈利发作，哈利连忙往后退去。,
item_0164,This is one thought-provoking film.,这是一部发人深省的电影。,这是一部发人深省的电影。,
item_0165,The guidelines and exposure proposed by the Commissioner are based on those recently published by the International Convention on Non-Ionising Radiation Protection.,专员提出的指南和暴露限值基于国际非电离辐射防护公约最近发布的相关指南和限值。,专员提出的指南和接触限值是以国际非电离辐射防护委员会最近发布的标准为依据的。,
item_0166,"The interim Governing Council issued a communique saying, ""It is a proof of the emptiness of the Israeli authority and a destruction of the peace endeavors in the region . . .",临时管理委员会发表公报称：“这证明了以色列政权的空洞无物，也是对该地区和平努力的破坏……”,临时执政委员会发表公报称：“这证明以色列当局空洞无物，也是对该地区和平努力的破坏……”,
item_0167,"ever since Harry had come home for the summer holidays, Uncle Vernon had been treating him like a bomb that might go off at any moment, because Harry Potter wasn't a normal boy.",自从哈利回家过暑假以来，弗农姨父就一直把他当成一颗随时可能爆炸的炸弹，因为哈利·波特并不是一个普通的男孩。,自从哈利放暑假回家以来，弗农姨父就一直把他当成随时可能爆炸的炸弹一样对待，因为哈利·波特并不是一个普通的男孩。,
item_0168,Leave me alone. cut it out. I'm trying to sleep.,别烦我。别闹了。我想睡觉。,别烦我，别闹了，我正想睡觉呢。,
item_0169,I specially didn't say anything about the colour because I didn't want to muddle you up.,我特意没提颜色，就是不想把你搞糊涂。,我特意没提颜色，是因为不想把你弄糊涂。,
item_0170,She ruffled her feathers and gave him a look of deep disgust.,她蓬起羽毛，满眼厌恶地瞪了他一眼。,她抖了抖羽毛，嫌恶地白了他一眼。,
item_0171,not to mention the market is going to be flooded with enron folks .,更不用说市场上还会涌入大批安然员工。,更不用说市场上还将充斥着大批来自安然公司的人。,
item_0172,The credit guys are currently assuming that there is no correlation and may consequently be double dipping the credit reserve on this basis too.,信用团队目前假设二者不存在相关性，因此也可能基于这一假设重复计提了信用准备金。,信贷团队目前假设不存在相关性，因此也可能在此基础上重复计提信贷准备金。,
item_0173,Electromagnetic fields and their effect on people are subjects that have come up for debate with increasing frequency in recent years.,近年来，电磁场及其对人体的影响已日益频繁地成为人们争论的话题。,近年来，电磁场及其对人体的影响日益频繁地成为人们争论的话题。,
item_0174,"Actually, I think we are in pretty good shape so I will probably be doing lunch but just don't be too mad if I have to cancel.",其实我觉得我们进展挺顺利的，所以这顿午饭我应该能去，不过万一我临时取消了，你可千万别太生气。,其实我觉得我们目前情况还不错，所以我大概会去吃午饭；不过如果我不得不取消，你可别太生气。,
item_0175,Jared just told me you have a BUNCH of stuff on your plate and I think you are about to get much busier too.,贾里德刚告诉我，你手头已经有一大堆事要忙了，而且我觉得你接下来恐怕会更忙。,杰拉德刚才跟我说你手头的事情已经多得不可开交了，而且我觉得你接下来还会更忙。,
item_0176,But it only came forward after the U.S. Environmental Protection Agency alerted the world to the issue.,但直到美国环境保护署向全球通报这一问题后，它才主动站出来。,但直到美国国家环境保护局向全球发出警示之后，它才站出来承认这一问题。,
item_0177,"As he drank his coffee, buttered his toast, and read through the baseball scores in the paper (the Mets had lost again, two to one, on a ninth inning error), it did not occur to him that he was going to show up for his appointment.",他一边喝着咖啡、给吐司抹黄油，一边翻看报纸上的棒球比分（大都会队又输了，因第九局的一次失误以二比一落败），却压根儿没想到自己会去赴那个约。,他一边喝着咖啡，给吐司抹上黄油，浏览着报纸上的棒球比分（大都会队又输了，二比一，输在第九局的一次失误上），一边压根儿没意识到，自己其实还是会去赴约的。,
item_0178,This simple change has triggered a veritable ecological cascade in Yellowstone.,这一简单的改变在黄石国家公园引发了一场名副其实的生态级联效应。,这一简单的变化在黄石公园引发了一场名副其实的生态级联反应。,
item_0179,"October 19/20, Neil is out of town, so I have to pick Michael up from school (leave at 430)",10月19日和20日，尼尔不在本地，所以我得去学校接迈克尔（下午4:30出发）,10月19日/20日，尼尔出差在外，所以我得去学校接迈克尔（4:30出发）,
item_0180,"He talked to the elderly English princess who sat beside him with her knees peaked neatly together in the Royal position curiously expressive of the suffering of ceremonies, and Bray saw him point out the contingent of Gala women, their faces and breasts whitened for joy, who were lined up among the troops of musicians and dancers from various regions.",他与坐在身旁那位年迈的英国公主交谈，她双膝紧并、微微耸起，摆着端庄的皇室坐姿，奇特地显露出繁文缛节所带来的折磨；布雷看到他指向那一队加拉族妇女，她们为了表达喜悦而将脸庞和胸口涂白，正与来自各地的乐手和舞者队伍一同列队。,他同坐在身旁的那位年迈的英国公主说着话；她双膝端正并拢，微微拱起，摆出王室坐姿，那姿态奇异地流露出繁文缛节所带来的苦楚。布雷看见他指给她看那一队加拉族妇女：她们为庆贺而将脸庞和胸脯涂白，列在来自各地的一队队乐师和舞者之间。,
item_0181,"With an absent smile to Bray across the room, she took up, for a moment, an abandoned beauty.",她隔着房间向布雷心不在焉地微微一笑，转瞬间，又重拾起那份一度被她遗落的优雅美丽。,她心不在焉地向房间那头的布雷微微一笑，有那么一瞬，又拾起了那份早已弃置的美丽。,
item_0182,"See what it is doing now in the Warsaw Pact countries, it is making deals with the Communists.",看看它现在在华约国家的所作所为，它正在与共产党人进行交易。,看看它现在在华约国家干什么，它正在和共产党人做交易。,
item_0183,"My suggestion is to pay close attention to what's going on in the background and if possible, stand on a chair, get on the ground, do whatever you need to do to get rid of distracting elements.",我的建议是密切留意背景中的情况；如有可能，可以站到椅子上、趴到地上，采取一切必要措施，避开那些分散注意力的元素。,我的建议是密切留意背景中发生的一切，如果可能的话，站在椅子上、趴在地上，不惜采取任何手段来排除干扰元素。,
item_0184,"So, one evening, I made a speech in English with gestures, not one of which was lost to the sixty pairs of eyes before me, and the next morning I started the hammock off in front all right.",于是，在一天晚上，我连比带划地用英语作了一番演讲，眼前的六十双眼睛将我的每一个手势都看在眼里；第二天早上，我便顺利地打发吊床队伍先出发了。,于是，有天晚上，我用英语连说带比画地发表了一通演说，每一个手势都没逃过面前那六十双眼睛；第二天早上，我果然顺利地让吊床走在了最前头。,
item_0185,"From this standpoint, the evaluation of the implementation of the budget may take on a dimension that overrides matters of detail.",从这个角度来看，对预算执行情况的评估可能会上升到一个超越具体细节的高度。,从这一角度来看，对预算执行情况的评估可能上升到超越细节问题的层面。,
item_0186,Will we choose to rise about prejudice and intolerance or go down kicking and screaming with holding on to fear and anger?,我们是选择超越偏见与不宽容，还是执意抱守恐惧与愤怒，在挣扎与嘶喊中走向沉沦？,我们是选择超越偏见与不宽容，还是死死抓着恐惧与愤怒不放，在声嘶力竭的挣扎中走向沉沦？,
item_0187,The width of the ruler's unit of measure is based on the regional settings in Microsoft Windows Control Panel.,标尺上度量单位的宽度取决于 Microsoft Windows 控制面板中的区域设置。,标尺的度量单位宽度取决于 Microsoft Windows 控制面板中的区域设置。,
item_0188,"In that case, the matter turns out to be a national problem after all.",如此看来，这件事归根结底还是一个全国性问题。,既然如此，这件事归根结底还是一个全国性的问题。,
item_0189,"It seems clear to me that the manhunt for high Baath officials in the Sunni heartland is being done wrong, or at least in ways that are bad for US standing with local Iraqis.",在我看来，在逊尼派腹地追捕复兴党高层官员的行动显然方式不当，至少其做法不利于美国在当地伊拉克人中的声誉。,在我看来，在逊尼派核心地带搜捕复兴党高官的做法显然不妥，或者至少，其方式损害了美国在当地伊拉克人心目中的形象。,
item_0190,"Not for the first time, an argument had broken out over breakfast at number four, Privet Drive.",女贞路四号的早餐桌上爆发争吵，这已经不是第一次了。,女贞路四号的早餐桌上，已经不是第一次爆发争吵了。,
item_0191,Through you I urge the Commission and the Council to reach decisions and take urgent action following the meeting on 14 October.,我谨通过您敦促委员会和理事会在10月14日会议后作出决定并采取紧急行动。,我谨通过您敦促欧盟委员会和理事会在10月14日的会议后尽快做出决定并采取紧急行动。,
item_0192,"This operation would only consolidate the terrorist acts in the world and would not bring peace to the region,"" the message claimed.",该消息称：“这一行动只会加剧全球的恐怖主义活动，而不会给该地区带来和平。”,该消息声称：“这一行动只会助长全球恐怖主义行径，而不会给该地区带来和平。”,
item_0193,"The overwhelming human and financial impacts of Hurricane Katrina are powerful evidence that political and economic decisions made in the United States and other countries have failed to account for our dependence on a healthy resource base, according to an assessment released today by the Worldwatch Institute.",看守世界研究所今天发布的一份评估报告指出，飓风“卡特里娜”造成的惨重人员伤亡和巨额经济损失是有力证据，表明美国及其他国家所做出的政治和经济决策未能充分考虑到人类对健康资源基础的依赖。,世界观察研究所今天发布的一项评估指出，卡特里娜飓风造成的巨大人员伤亡和经济损失有力地证明，美国和其他国家在制定政治与经济决策时，未能将我们对健康资源基础的依赖纳入考量。,
item_0194,I would be interested in hearing what conclusions you reached and what you found that was most convincing.,我很想听听你们得出了什么结论，以及你们觉得哪些发现最令人信服。,我很想听听你得出了哪些结论，以及你认为哪些论据最有说服力。,
item_0195,Our son Stephen is looking after it tonight.,我们的儿子斯蒂芬今晚在照看它。,今晚由我们的儿子斯蒂芬照看它。,
item_0196,"He was bearing down on Harry like a great bulldog, all his teeth bared.",他像一头巨大的斗牛犬般气势汹汹地逼向哈利，龇着满口牙。,他像一只龇着满嘴利齿的庞大斗牛犬，气势汹汹地直向哈利逼来。,
item_0197,"They'll die off, I suppose.",我想他们会逐渐消亡的。,我想，他们大概都会死光的。,
item_0198,Best to deal with!,最值得打交道的合作伙伴！,合作起来最省心！,
item_0199,"Most of the girls I was meeting had grown up in Mujahedeen schools in Ashraf, where they lived separated from their parents.",我接触到的大多数女孩都是在阿什拉夫的圣战者学校里长大的，她们在那里过着与父母分离的生活。,我遇到的大多数女孩都是在阿什拉夫的穆贾希丁学校长大的，她们在那里与父母分开生活。,
item_0200,So he's got a -- I'm a decision-maker and I can make good decisions.,所以他有一种“我是决策者，我能做出明智决策”的自信。,所以他有一种“我是决策者，而且我能做出明智决定”的心态。,
item_0201,"In Fallujah, hundreds of demonstrators came out against US troops when they briefly arrested a yound newlywed bride.",在费卢杰，美军因短暂拘捕一名年轻的新婚新娘，引发了数百名示威者上街抗议。,在费卢杰，美军短暂拘押一名年轻新娘后，数百名示威者走上街头抗议美军。,
item_0202,And the talk goes on.,而议论仍在继续。,谈话仍在继续。,
item_0203,She started out at the RSC in the mid-Sixties playing an asylum-inmate in Marat/Sade.,她于上世纪六十年代中期在皇家莎士比亚剧团开启职业生涯，在《马拉/萨德》中饰演了一名精神病院患者。,她于20世纪60年代中期在皇家莎士比亚剧团出道，在《马拉/萨德》中饰演一名精神病院病人。,
item_0204,"If Stillman did not show up, Quinn would go straight to 69th Street and confront Virginia Stillman with what he knew.",如果斯蒂尔曼不露面，奎因就径直赶往第69街，拿自己掌握的情况当面质问弗吉尼亚·斯蒂尔曼。,如果斯蒂尔曼没有现身，奎因就会径直前往第69街，用他所掌握的内情去质问弗吉尼亚·斯蒂尔曼。,
item_0205,"Ingenious, really, how many ways Muggles have found of getting along without magic.",说真的，麻瓜们居然能想出这么多不用魔法也能过日子的办法，真是聪明。,真是巧妙啊，麻瓜们竟想出了这么多不靠魔法也能生活下去的办法。,
item_0206,I will take care of it.,我会处理好的。,我会妥善处理的。,
item_0207,So we try it out here.,所以我们在这里试试看。,所以我们在这里试试看。,
item_0208,At the baggage carousel I see my youthful Hasid again and we take a final look at each other.,在行李转盘旁，我又见到了那位年轻的哈西德派犹太人，我们最后对视了一眼。,在行李转盘旁，我又看到了那个年轻的哈西德教徒，我们最后对视了一眼。,
item_0209,That he didn’t show up for duty in Alabama?,他居然没有去阿拉巴马州报到服役？,说他没去阿拉巴马州报到执勤？,
item_0210,"""Further, I find it even more disturbing that he made these comments about a nation that just last year tested nuclear weapons -- shortly after voicing his public opposition to the Comprehensive Test Ban Treaty.",此外，更令我不安的是，他在公开表示反对《全面禁止核试验条约》后不久，竟对一个就在去年进行过核武器试验的国家发表了这些言论。,此外，更让我深感不安的是，他竟然在公开表态反对《全面禁止核试验条约》后不久，就针对一个去年刚刚进行过核试验的国家发表了上述言论。,
item_0211,you should work that out before applying.,你应当在申请前把这个问题弄清楚。,你应该在申请之前弄清楚这一点。,
item_0212,"What if Shinza should make a bit of trouble at the next elections, what if he were to feel himself bloody well discounted as he certainly is, and start up a real opposition with all the tricks that he taught PIP, eh?",要是欣扎在下次选举中惹出点乱子呢？要是他觉得自己被彻底看轻了——事实上也的确如此——于是把当初教给PIP的那套手段全用上，另起炉灶搞出一个真正的反对派呢，嗯？,万一慎座在下次大选中制造点麻烦怎么办？要是他觉得自己被冷落得太特么彻底——而事实也确实如此——进而用他以前教给人民独立党的那套把戏，发起一场真正的对抗，那该如何是好，嗯？,
item_0213,The Coalition decision to provoke a fight with Muqtada al-Sadr's movement only three months before the Coalition Provisional Authority goes out of business has to be seen as a form of gross incompetence in governance.,联军在临时管理当局解散前仅三个月执意挑起与穆克塔达·萨德尔运动的冲突，这无疑是治理上极度无能的表现。,联军在联军临时管理当局结束运作仅三个月前决定挑起与穆克塔达·萨德尔运动的冲突，这必须被视为治理上的严重失职。,
item_0214,Greg Couch will be taking over the responsibility for the estate risk group and will be able to assist you with your requests going forward.,格雷格·考奇（Greg Couch）将接管房地产风险组的职责，并在今后协助处理您的相关需求。,Greg Couch 将接管房地产风险团队的相关职责，并在今后协助您处理各项请求。,
item_0215,For fifteen years the Soviet Union has been supporting the Arabs against Israel in the Middle East and all they have to show for it is the humiliation of their proteges and the capture and destruction of their equipment by Israel.,十五年来，苏联一直在中东支持阿拉伯人对抗以色列，而他们所得到的全部结果，无非是其附庸国蒙受耻辱，以及其装备被以色列缴获和摧毁。,十五年来，苏联一直在中东支持阿拉伯国家对抗以色列，而到头来他们所能拿得出手的，不过是其扶植对象蒙受羞辱，以及其装备被以色列缴获和摧毁。,
item_0216,Each filter you apply is added to the ones you already have in effect.,您应用的每个筛选条件都会叠加到当前已生效的筛选条件上。,您应用的每个筛选条件都会叠加到已生效的筛选条件上。,
item_0217,I don't know where this stands officially (I haven't heard any developments since Amsterdam) but I can find out from Bob Pickle if you want.,我不知道这件事官方目前进展到哪一步了（自阿姆斯特丹之后我就没听说有任何新进展），但如果你想知道，我可以去向鲍勃·皮克尔打听一下。,我不清楚这件事目前在官方层面进展到哪一步了（自阿姆斯特丹之后我还没听说有任何新进展），但如果你愿意，我可以向鲍勃·皮克尔打听一下。,
item_0218,This gives the developer considerable control over the output of the XML data.,这赋予了开发人员对 XML 数据输出的极大控制权。,这使开发人员能够对 XML 数据的输出进行相当程度的控制。,
item_0219,The type of interval you can specify for a field depends on the data type of the field.,可以为字段指定的间隔类型取决于该字段的数据类型。,可为字段指定的间隔类型取决于该字段的数据类型。,
item_0220,That just goes to show the possibilities in our country!,这恰恰证明了我们国家所蕴藏的无限可能！,这恰恰彰显了我们国家的无限可能！,
item_0221,"You see, some snakes for no obvious reason will simply go off their food.",你看，有些蛇不知什么原因，就是会莫名其妙地绝食。,你看，有些蛇就是会无缘无故地突然拒食。,
item_0222,Check out http://www.restaurant.com lots of restaurants you can look at the menu and check out prices.,不妨去 http://www.restaurant.com 看看，那里有许多餐厅，你可以浏览菜单并查询价格。,去 http://www.restaurant.com 看看吧，那里有很多餐厅，你可以查看菜单和价格。,
item_0223,"Have my glass, she said, as there were no spare ones to go round.",“用我的杯子吧，”她说，因为没有多余的杯子可供大家用了。,“用我的杯子吧，”她说道，因为没有多余的杯子可以分给大家了。,
item_0224,go to LA after say 11:00 search the street corners btw keep ur wallet locked up and have $200 on hand have a gun just in case btw,比如晚上11点以后去洛杉矶，到街角找找；顺便说一下，把钱包锁好，身上备着200美元，再带把枪以防万一。,比如11点之后去洛杉矶，搜搜那些街角。顺便说一下，把钱包锁好，身上带上200美元，再带把枪以防万一。,
item_0225,Have a great weekend.,周末愉快！,周末愉快！,
item_0226,I believe that there might be a sign-flipping problem for PUTS that 's causing this whole issue.,我认为 PUTS 可能存在正负号反转的问题，这才导致了整个故障。,我认为 PUTS 可能存在符号反转的问题，而这正是导致整个问题的原因。,
item_0227,"Musharraf held elections in October of 2002, in which center-right parties did well, but in which nearly 20 percent of parliament seats went to the fundamentalist religious party coalition, MMA.",穆沙拉夫于2002年10月举行了选举，中右翼政党表现不俗，但近20%的议会席位落入原教旨主义宗教政党联盟MMA手中。,穆沙拉夫于2002年10月举行了选举，中右翼政党在选举中表现不俗，但也有近20%的议会席位落入了原教旨主义宗教政党联盟“穆塔希达·迈吉利斯·阿迈勒”（MMA）手中。,
item_0228,Will we choose to live in harmony with this planet or crash and burn in a conflagration of arrogance and disregard?,我们是选择与这颗星球和谐共存，还是在傲慢与漠视的滔天烈焰中走向毁灭？,我们会选择与这个星球和谐共生，还是在傲慢与漠视燃起的滔天烈焰中自取灭亡？,
item_0229,"Frustrated, the Americans decided for the best of reasons, as always, to make a heavier move:",受挫之下，美国人一如既往地出于最良善的理由，决定采取更强硬的举措：,在挫败之余，美国人一如既往地出于最冠冕堂皇的理由，决定采取更强硬的行动：,
item_0230,I have not had the patience to get it working-I will callyou some evening and we can walk thru it.,我一直没耐心把它调试好——改天晚上我给你打电话，我们可以一起一步步过一遍。,我实在没耐心去折腾它了——哪天晚上我给你打电话，咱们一起理顺一下。,
item_0231,"Addressing the OAS, Amin had provoked laughter and applause among the delegates by saying that the hostages were as comfortable as they could be in the circumstances surrounded by explosives.",阿明在美洲国家组织发表讲话时说，人质在被爆炸物包围的情况下已经尽可能感到舒适，这番话引得与会代表哄笑并鼓掌。,在向美洲国家组织发表讲话时，阿明称人质在被炸药包围的情况下已经过得尽可能的舒适，这番话引得代表们哄堂大笑并热烈鼓掌。,
item_0232,"He had read Quinn's old work, he had admired it, he had been looking forward to more.",他读过奎因早期的作品，十分钦佩，也一直期待着他能写出更多佳作。,他读过奎因早期的作品，对其赞赏有加，并一直期待能读到更多。,
item_0233,Performance tests will either be performed on a project basis or a unit by unit basis in a given project.,性能测试将以项目为单位进行，或在特定项目中逐单元进行。,性能测试将按项目整体进行，或在特定项目中按单元逐个进行。,
item_0234,"If possible, can you also give an indication of the rank - 1 through 5?",如果可以的话，你也能给出一个1到5的评级吗？,如果方便的话，您能否也标示一下1到5的排名？,
item_0235,I'm still trying to find out what it will take to move gas on and ENA tabs agreement.,我仍在努力了解推进天然气合作并达成ENA框架协议的具体条件。,我还在努力弄清楚，根据 ENA TABS 协议输送天然气需要具备哪些条件。,
item_0236,"We had a great stay, your service was excellent and we will use you again!",我们入住体验非常愉快，你们的服务非常出色，以后还会再次选择你们！,我们住得很愉快，您的服务非常出色，我们一定会再次光顾！,
item_0237,"Many aspects of the transition have already been successfully debated and worked out, for example continuity in Kong's civil service.",过渡安排的许多方面已经过充分讨论并顺利敲定，例如香港公务员队伍的延续性。,这次过渡的许多方面已经成功进行了商讨并得以解决，例如香港公务员队伍的连续性。,
item_0238,"Although some may praise this as an opportunity for the private sector to finally serve the public good, NASA seems hesitant about turning over the reigns to the corporate world.",尽管有些人可能会称赞这是私营部门终于得以服务公共利益的契机，但美国国家航空航天局似乎仍不愿将主导权移交给企业界。,尽管有人或许会赞许这终于给了私营部门一个服务公共利益的契机，但美国国家航空航天局（NASA）似乎对将主导权拱手让给企业界仍显得有些迟疑。,
item_0239,They were set up by the European Union for a specific purpose.,它们是由欧盟为特定目的而设立的。,它们是由欧盟出于特定目的设立的。,
item_0240,"Cheers went up from the people already present who had not been at the ball; they had decided to dress for once, too, and the two groups of women mingled and exclaimed over each other, everyone began to talk about what the ball was like, champagne came in, a Congolese band whipped up their pace, and the absurd and slightly thrilling mood of the State Ball and the cosy gaiety of the party swept together.",那些早已在场、未去参加舞会的人群中爆发出一阵欢呼；他们这次也难得地盛装打扮了一番，两拨女人随即打成一片，互相惊叹赞美，大家纷纷议论起舞会的盛况，香槟鱼贯而入，一支刚果乐队也加快了演奏节奏，国宴舞会那荒诞而又略带刺激的气氛与派对温馨欢快的情调顿时交融在了一起。,那些早已在场、并未去参加舞会的人群中爆发出欢呼；她们也决定难得盛装一回，于是两拨女人混在一起，彼此赞叹惊呼，大家纷纷谈起舞会上的情形；香槟端了上来，一支刚果乐队把节奏越奏越急，国事舞会那荒诞而略带刺激的气氛，便与这场聚会温馨欢快的氛围交融在了一起。,
item_0241,"In any case, since the book is supposed to be real, it follows that the story has to be written by an eyewitness to the events that take place in it.",无论如何，既然这本书被设定为真实存在的，那么书中的故事就理应由亲眼见证其中事件的人来撰写。,无论如何，既然这本书被设定为真实的，那么书中的故事自然必须由事件的亲历者来撰写。,
item_0242,"They are surrounded by a second wider circle of direct supporters, planners, commanders, preachers, all of whom make a living, usually a very comfortable living, by serving as terror infrastructure.",他们周围还有第二层范围更广的直接支持者、策划者、指挥官和宣教者，这些人都通过充当恐怖主义基础设施来谋生，而且通常生活得十分优渥。,在他们外围，环绕着由直接支持者、策划者、指挥官和宣教者构成的更广泛的第二圈群体，这些人皆以充当恐怖活动的基础设施为生，且通常生活得十分优渥。,
item_0243,Heather moving in has been a different story.,希瑟搬进来之后，情况就另当别论了。,海瑟搬进来之后，情况就完全是另一回事了。,
item_0244,He is very knowledgeable and took the time to explain the repairs to me.,他知识非常渊博，还耐心地花时间向我解释了维修的具体情况。,他知识渊博，还特意花时间向我解释了维修情况。,
item_0245,"Drop by my house, I can get you some real cheap.",来我家一趟，我可以给你弄点特别便宜的。,顺道来我家一趟，我能帮你弄到超便宜的。,
item_0246,"However, the filter settings are retained, so that when you turn autofiltering back on, the data that was previously displayed or hidden is again displayed or hidden.",不过，筛选设置会被保留，因此当您重新开启自动筛选时，先前显示或隐藏的数据将再次显示或隐藏。,但是，筛选设置会被保留，因此当您重新启用自动筛选时，之前显示或隐藏的数据会再次显示或隐藏。,
item_0247,"Dark rain in the afternoon in London when the plane took off, at Rome the airport a vast, bleary shopwindow shining blurred colours through rain.",飞机起飞时，伦敦下着午后的阴沉冷雨；抵达罗马时，机场宛如一面巨大而朦胧的橱窗，在雨幕中闪烁着斑驳模糊的色彩。,伦敦午后，飞机起飞时阴雨晦暗；到了罗马，机场宛如一面巨大而迷蒙的橱窗，隔着雨幕透出模糊的色彩。,
item_0248,"Feeling jumpy, Harry set off, trying to hold his glasses on straight and hoping against hope he'd be able to find a way out of there.",心里七上八下的，哈利出发了，他一边努力扶正眼镜，一边抱着一线希望，盼着能找到一条离开那里的出路。,哈利紧张不安地出发了，一边竭力扶正眼镜，一边仍抱着一线渺茫的希望，盼着能找到离开那里的路。,
item_0249,We have never had a problem with the cabins.,我们的舱房从来没有出过问题。,我们的小木屋从来没有出现过任何问题。,
item_0250,Broke out the activities of 1179.,将 1179 的活动单独列出。,细分了第1179号活动的具体内容。,
item_0251,"Hundreds of persons mounted demonstrations against the Fallujah campaign in Tikrit and Huwaijah, as well, according to az-Zaman .",据《扎曼报》报道，数百人也在提克里特和胡韦贾举行示威，抗议费卢杰军事行动。,据《时代报》报道，数百人也在提克里特和胡维杰举行了反对费卢杰战役的示威活动。,
item_0252,We'll hook you guys in by videoconference.,我们会通过视频会议连线你们。,我们会通过视频会议把你们连线进来。,
item_0253,You could tell those fuckers where to get off.,你可以叫那帮混蛋有多远滚多远。,你大可以叫那帮混蛋滚蛋。,
item_0254,I believe that there might be a sign-flipping problem for PUTS that 's causing this whole issue.,我认为看跌期权（PUTS）可能存在正负号反转问题，这正是导致整个问题的根源。,我认为 PUTS 可能存在符号反转问题，而这正是导致整个问题的原因。,
item_0255,"When items in a field are hidden by conditional filtering, a funnel appears to the left of the drop-down arrow Field arrow.",当字段中的项目因条件筛选而被隐藏时，该字段下拉箭头的左侧会出现一个漏斗图标。,当字段中的项因条件筛选而被隐藏时，字段下拉箭头左侧会出现一个漏斗图标。,
item_0256,"He had kept up, since he finally left Africa ten years ago, a close contact with Adamson Mweta and the other leaders of the African independence movement.",自从十年前彻底离开非洲以来，他一直与亚当森·姆韦塔以及非洲独立运动的其他领导人保持着密切联系。,自十年前彻底离开非洲以来，他一直与亚当森·姆韦塔以及非洲独立运动的其他领袖保持着密切的联系。,
item_0257,"Here is a thought: When the appartently cognitively functional take actions that seem senseless and incompetent, it is a most certain sign that they have ulterior or hidden motives.",不妨这样想：当看似心智健全的人做出匪夷所思且笨拙无能的举动时，这无疑是最明确的信号，表明他们另有企图或暗藏动机。,不妨这样想：当那些表面上认知功能正常的人采取看似毫无道理且无能的行动时，这几乎必然表明他们另有目的或隐藏动机。,
item_0258,Set up last month to centralize merchant asset activities.,上月成立，旨在集中管理商户资产活动。,上月设立，旨在集中管理商户资产相关活动。,
item_0259,Using a fairly wide aperture is also helpful in blurring out unwanted background elements.,使用较大的光圈也有助于虚化不需要的背景元素。,使用较宽的光圈也有助于虚化不需要的背景元素。,
item_0260,"As you know, underage wizards are not permitted to perform spells outside school, and further spellwork on your part may lead to expulsion from said school (Decree for the Reasonable Restriction of Underage Sorcery, 1875, Paragraph C).",正如您所知，未成年巫师不得在校外施展魔法，若您再次施法，可能会导致您被该校开除（《对未成年巫术进行合理限制的法令》，1875年，丙款）。,如你所知，未成年巫师不得在校外施展魔法，而你若再施咒，可能会导致被该校开除（《对未成年巫师加以合理限制法令》，1875年，C款）。,
item_0261,"He was about to tell her who he was, but then he realized that it made no difference.",他正想告诉她自己是谁，但随即意识到这已经无关紧要了。,他正要告诉她自己是谁，但随即意识到这已经无关紧要了。,
