item_id,doc_id,src,hypo_A,hypo_B,label,notes
best-pair-0086,44728-rus_Cyrl,"```json
{
  ""Account.Cookies.decline"": ""Don’t allow cookies. Only essential cookies will be used"",
  ""Account.EmailSettings.Subtitle.declined"": ""Only order status updates allowed"",
  ""Account.Guest.subtitle"": ""You are not signed in"",
  ""Account.Orders.Invoice.title"": ""To complete your purchase, transfer the amount due to PayPal by {{date}}"",
  ""Account.Orders.Pickup.date"": ""Your order will be ready for you to pick up by"",
  ""Account.VatNumber.subtitle_empty"": ""Enter your VAT number for a reverse charge"",
  ""Account.VatNumber.title_empty"": ""Are you a VAT-registered business?"",
  ""ProductDetails.CartItems.OutOfStock.singular"": ""1 item in the bag, no more left in stock"",
  ""ProductDetails.Loyalty.Available.WithBalance.subtitle"": ""Redeem Loyalty at checkout for {{balanceAmount}} off, earn {{rewardAmount}} for your next purchase"",
  ""ProductDetails.Loyalty.tooltip"": ""Loyalty is a discount program that lets you buy products and earn points to redeem on your next purchase. Your Loyalty balance is updated when you pay online or in-store. The Loyalty amount shown on this page can be recalculated at the checkout."",
  ""ProductDetails.Subscriptions.Details.Annually.description.setup_fee"": ""Once you subscribe, we will place a new order with this product every year. You will be charged {{firstChargeAmount}} for your first order, and then {{repeatChargeAmount}} for each repeat order. You can easily manage your subscription or cancel it anytime with no additional charges."",
  ""ProductDetails.Subscriptions.Details.Daily.description.setup_fee"": ""Once you subscribe, we will place a new order with this product every day. You will be charged {{firstChargeAmount}} for your first order, and then {{repeatChargeAmount}} for each repeat order. You can easily manage your subscription or cancel it anytime with no additional charges."",
  ""ProductDetails.Subscriptions.question"": ""Would you like to buy this product one time or subscribe for it?"",
  ""ProductDetails.CompositeProduct.Savings.description"": ""{{discount}}% off this item if bought in a bundle:"",
  ""ProductDetails.CompositeProduct.NoSavings.description"": ""This item can be bought in a bundle:"",
  ""Account.XE.Loyalty.tooltip"": ""Loyalty is a discount program that lets you buy products and earn points to redeem on your next purchase. Your Loyalty balance is updated when you pay online or in-store."",
  ""Account.XE.StoreCredit.tooltip"": ""Store credit is a balance issued by a store, for example, after a return. You can use it on future online or in-store purchases."",
  ""Account.LoyaltyBalance.description"": ""Balance: {{amount}} available to redeem"",
  ""Account.Orders.CantFindOrder.description"": ""If you can’t find your purchase, it may be linked to another email address. Try signing in with the email address you provided during in-store checkout. If you still don’t see any orders or the list looks wrong, contact our store. We will be happy to help!""
}
```","{""Account.Cookies.decline"":""Не разрешать cookies. Будут использоваться только необходимые cookies"",""Account.EmailSettings.Subtitle.declined"":""Разрешены только обновления статуса заказа"",""Account.Guest.subtitle"":""Вы не вошли в систему"",""Account.Orders.Invoice.title"":""Чтобы завершить покупку, переведите сумму к оплате в PayPal до {{date}}"",""Account.Orders.Pickup.date"":""Ваш заказ будет готов к выдаче до"",""Account.VatNumber.subtitle_empty"":""Введите ваш номер НДС для применения механизма обратного начисления"",""Account.VatNumber.title_empty"":""Вы зарегистрированы как плательщик НДС?"",""ProductDetails.CartItems.OutOfStock.singular"":""1 товар в корзине, больше нет в наличии"",""ProductDetails.Loyalty.Available.WithBalance.subtitle"":""Используйте Loyalty при оформлении заказа и получите скидку {{balanceAmount}}, а за следующую покупку получите {{rewardAmount}}"",""ProductDetails.Loyalty.tooltip"":""Loyalty — это программа скидок, которая позволяет покупать товары и накапливать баллы для использования при следующей покупке. Баланс Loyalty обновляется при оплате онлайн или в магазине. Сумма Loyalty, указанная на этой странице, может быть пересчитана при оформлении заказа."",""ProductDetails.Subscriptions.Details.Annually.description.setup_fee"":""После оформления подписки мы будем каждый год создавать новый заказ на этот товар. За первый заказ с вас будет списано {{firstChargeAmount}}, а затем по {{repeatChargeAmount}} за каждый повторный заказ. Вы можете легко управлять подпиской или отменить её в любое время без дополнительных платежей."",""ProductDetails.Subscriptions.Details.Daily.description.setup_fee"":""После оформления подписки мы будем каждый день создавать новый заказ на этот товар. За первый заказ с вас будет списано {{firstChargeAmount}}, а затем по {{repeatChargeAmount}} за каждый повторный заказ. Вы можете легко управлять подпиской или отменить её в любое время без дополнительных платежей."",""ProductDetails.Subscriptions.question"":""Вы хотите купить этот товар один раз или оформить на него подписку?"",""ProductDetails.CompositeProduct.Savings.description"":""Скидка {{discount}}% на этот товар при покупке в комплекте:"",""ProductDetails.CompositeProduct.NoSavings.description"":""Этот товар можно купить в комплекте:"",""Account.XE.Loyalty.tooltip"":""Loyalty — это программа скидок, которая позволяет покупать товары и накапливать баллы для использования при следующей покупке. Баланс Loyalty обновляется при оплате онлайн или в магазине."",""Account.XE.StoreCredit.tooltip"":""Кредит магазина — это баланс, предоставленный магазином, например после возврата. Его можно использовать для будущих покупок онлайн или в магазине."",""Account.LoyaltyBalance.description"":""Баланс: доступно {{amount}} для использования"",""Account.Orders.CantFindOrder.description"":""Если вы не можете найти свою покупку, возможно, она связана с другим адресом электронной почты. Попробуйте войти, используя адрес электронной почты, который вы указали при оформлении покупки в магазине. Если вы по-прежнему не видите заказы или список выглядит неверно, свяжитесь с нашим магазином. Мы будем рады помочь!""}","{""Account.Cookies.decline"":""Не разрешать файлы cookie. Будут использоваться только необходимые файлы cookie"",""Account.EmailSettings.Subtitle.declined"":""Разрешены только уведомления о статусе заказа"",""Account.Guest.subtitle"":""Вы не вошли в систему"",""Account.Orders.Invoice.title"":""Чтобы завершить покупку, переведите сумму к оплате на PayPal до {{date}}"",""Account.Orders.Pickup.date"":""Ваш заказ будет готов к самовывозу до"",""Account.VatNumber.subtitle_empty"":""Введите номер НДС для обратного начисления"",""Account.VatNumber.title_empty"":""Вы являетесь компанией, зарегистрированной как плательщик НДС?"",""ProductDetails.CartItems.OutOfStock.singular"":""1 товар в корзине, больше нет в наличии"",""ProductDetails.Loyalty.Available.WithBalance.subtitle"":""Используйте Loyalty при оформлении заказа и получите скидку {{balanceAmount}}, а за следующую покупку начислится {{rewardAmount}}"",""ProductDetails.Loyalty.tooltip"":""Loyalty — это программа скидок, которая позволяет покупать товары и накапливать баллы для использования при следующей покупке. Ваш баланс Loyalty обновляется при оплате онлайн или в магазине. Сумма Loyalty, указанная на этой странице, может быть пересчитана при оформлении заказа."",""ProductDetails.Subscriptions.Details.Annually.description.setup_fee"":""После оформления подписки мы будем каждый год создавать новый заказ на этот товар. За первый заказ с вас будет списано {{firstChargeAmount}}, а затем по {{repeatChargeAmount}} за каждый последующий заказ. Вы можете легко управлять подпиской или отменить её в любое время без дополнительных платежей."",""ProductDetails.Subscriptions.Details.Daily.description.setup_fee"":""После оформления подписки мы будем каждый день создавать новый заказ на этот товар. За первый заказ с вас будет списано {{firstChargeAmount}}, а затем по {{repeatChargeAmount}} за каждый последующий заказ. Вы можете легко управлять подпиской или отменить её в любое время без дополнительных платежей."",""ProductDetails.Subscriptions.question"":""Вы хотите купить этот товар один раз или оформить на него подписку?"",""ProductDetails.CompositeProduct.Savings.description"":""Скидка {{discount}}% на этот товар при покупке в комплекте:"",""ProductDetails.CompositeProduct.NoSavings.description"":""Этот товар можно купить в комплекте:"",""Account.XE.Loyalty.tooltip"":""Loyalty — это программа скидок, которая позволяет покупать товары и накапливать баллы для использования при следующей покупке. Ваш баланс Loyalty обновляется при оплате онлайн или в магазине."",""Account.XE.StoreCredit.tooltip"":""Кредит магазина — это баланс, предоставленный магазином, например после возврата товара. Его можно использовать для будущих покупок онлайн или в магазине."",""Account.LoyaltyBalance.description"":""Баланс: доступно для использования {{amount}}"",""Account.Orders.CantFindOrder.description"":""Если вы не можете найти свою покупку, возможно, она связана с другим адресом электронной почты. Попробуйте войти, используя адрес электронной почты, который вы указали при оформлении покупки в магазине. Если вы по-прежнему не видите ни одного заказа или список выглядит неверно, свяжитесь с нашим магазином. Мы будем рады помочь!""}",,
best-pair-0087,44732-rus_Cyrl,"I feel like I've wasted my life.
Amounted to nothing.
George, look at me.
I know you.
You'll be okay.
You will find your way.
I don't know.","Мне кажется, я прожил жизнь впустую.
Ничего из меня не вышло.
Джордж, посмотри на меня.
Я тебя знаю.
С тобой всё будет хорошо.
Ты найдёшь свой путь.
Не знаю.","Мне кажется, я прожил жизнь впустую.
Ничего не добился.
Джордж, посмотри на меня.
Я знаю тебя.
С тобой всё будет хорошо.
Ты найдёшь свой путь.
Не знаю.",,
best-pair-0088,44734-rus_Cyrl,"Anytime I walk up this hill, I'm like dying.
I'm always out of breath.
Also, I forgot to mention, but I want this vlog to be a day in the life of a self-employed person.
I got this new little pocket camera and I'm so excited about it.
So.
I'm just gonna take some content with this.
Go all the way to the top, come to the edge with your shoes.
Perfect.
And then center your necklace for me and like, leave it unzipped.
And then, yeah, the stole will kind of cover the zippers.","Каждый раз, когда я поднимаюсь на этот холм, я просто умираю.
У меня постоянно сбивается дыхание.
Ещё я забыла сказать, но я хочу, чтобы этот влог был про один день из жизни человека, который работает на себя.
Я купила новую маленькую карманную камеру и так ей радуюсь.
Так.
Сейчас просто поснимаю на неё немного контента.
Поднимись до самого верха, подойди к краю так, чтобы были видны туфли.
Идеально.
А теперь поправь ожерелье по центру и, типа, оставь это расстёгнутым.
И да, палантин как бы прикроет молнии.","Каждый раз, когда я поднимаюсь на этот холм, я просто умираю.
У меня всегда сбивается дыхание.
Ещё я забыла сказать, но я хочу, чтобы этот влог был про один день из жизни человека, работающего на себя.
Я купила эту новую маленькую карманную камеру, и я так этому рада.
Так.
Я просто поснимаю на неё немного контента.
Поднимись на самый верх, подойди к краю в обуви.
Идеально.
А теперь поправь мне своё ожерелье по центру и, типа, оставь это не застёгнутым.
И да, палантин как бы прикроет молнии.",,
best-pair-0089,44749-rus_Cyrl,"<p>I wish alcohol wasn't such a normal gift in society 😅 My employer sent me a bottle of eggnog but the only alcohol we like is in alcohol markers</p>
<p>I guess ""not liking it"" is kinda poor wording, I just think it's weird how casual we are with this stuff and we somehow just assume that all adults love this shit when there's people who shouldn't be touching it ever, and frankly I think the world would be better off if I poured it into the toilet than even gifting it to someone</p>
<p>@doombloomart <br>I have had US Big Corp required sensitivity training that reminds people not everyone wants alcohol and it's inappropriate to ask why. Seems like that should be more common</p>
<p>@elithebearded Yeah, that's mostly what I wish for too. I get that with sending random shit to a whole corporation will never be inoffensive to everyone, but 1. don't send random shit to a whole corporation maybe and 2. alcohol just rubs me wrong in the way that many who shouldn't touch it may touch it when it randomly shows up at the doorstep. 😅</p>","<p>Жаль, что алкоголь у нас считается таким уж обычным подарком 😅 Работодатель прислал мне бутылку эгг-нога, но единственный алкоголь, который нам нравится, — это тот, что в спиртовых маркерах</p>
<p>Наверное, «нам это не нравится» — не самая удачная формулировка. Просто мне кажется странным, насколько буднично мы ко всему этому относимся и как по умолчанию считаем, что все взрослые обожают эту дрянь, хотя есть люди, которым вообще нельзя к ней притрагиваться. И, если честно, мне кажется, миру было бы лучше, если бы я вылила это в унитаз, чем даже кому-то передарила</p>
<p>@doombloomart <br>Я проходила обязательный тренинг по чувствительности в одной крупной американской корпорации, где людям напоминают, что алкоголь нужен не всем и что спрашивать почему — неуместно. Такое и правда стоило бы встречать почаще</p>
<p>@elithebearded Ага, я в основном тоже именно этого и хочу. Я понимаю, что если рассылать случайную фигню по всей корпорации, это всё равно никогда не будет безобидно для всех, но 1. может, вообще не надо рассылать случайную фигню по всей корпорации и 2. с алкоголем меня особенно коробит то, что он может попасть к людям, которым вообще нельзя с ним иметь дело, просто потому что он внезапно появляется у них на пороге. 😅</p>","<p>Жаль, что алкоголь в обществе считается таким обычным подарком 😅 Мой работодатель прислал мне бутылку эгг-нога, но единственный алкоголь, который нам нравится, — это тот, что в спиртовых маркерах</p>
<p>Наверное, «нам это не нравится» — не самая точная формулировка, просто мне кажется странным, насколько буднично мы к этому относимся и как-то само собой предполагаем, что все взрослые любят эту фигню, хотя есть люди, которым вообще никогда нельзя к ней прикасаться, и, если честно, мне кажется, миру было бы лучше, если бы я вылила это в унитаз, чем даже подарила кому-то</p>
<p>@doombloomart <br>Я проходила обязательный тренинг по чувствительности в одной крупной американской корпорации, где напоминали, что не все хотят алкоголь и что спрашивать почему — неуместно. Такое, по-моему, должно встречаться гораздо чаще</p>
<p>@elithebearded Ага, я в основном тоже об этом. Я понимаю, что если рассылать случайную фигню по всей корпорации, она никогда не будет безобидной для всех, но 1. может, не надо вообще рассылать случайную фигню по всей корпорации и 2. с алкоголем меня особенно коробит то, что многие, кому к нему нельзя прикасаться, могут всё равно до него добраться, когда он просто внезапно оказывается у них на пороге. 😅</p>",,
best-pair-0090,44717-rus_Cyrl,"And just throughout all the years, like I've never, I've never had to, to second guess you or think if you know what you were saying was was real or not.
Like you.
Um, I don't know.
You've just always been very clear intentioned and never had to worry about you.
I don't know.","И вообще за все эти годы мне ни разу не приходилось сомневаться в тебе или думать, правда ли то, что ты говоришь, или нет. Ты просто всегда был очень искренним в своих намерениях, и мне никогда не приходилось за тебя переживать.","И вообще, за все эти годы мне ни разу не приходилось в тебе сомневаться или думать, искренне ли ты говоришь или нет. Не знаю. У тебя всегда были очень ясные намерения, и мне никогда не приходилось за тебя переживать.",,
best-pair-0091,44648-rus_Cyrl,"So we're gonna park this car, and then we're going to the airport.
Well, technically, we're in the airport.
I'm already cold.
We're not even in Ireland.
So this is my carry on.
And then this bad boy, are.
You gonna check it?
I don't know.
I can't decide.
It's pretty heavy.
But it's so smooth.","Сейчас припаркуем эту машину, а потом пойдём в аэропорт.
Ну, технически мы уже в аэропорту.
Мне уже холодно.
Мы ещё даже не в Ирландии.
Вот это моя ручная кладь.
А вот этот красавец...
Сдашь его в багаж?
Не знаю.
Не могу решить.
Он довольно тяжёлый.
Но катится так плавно.","Сейчас припаркуем эту машину, а потом пойдём в аэропорт.
Ну, технически мы уже в аэропорту.
Мне уже холодно.
Мы ещё даже не в Ирландии.
Вот это моя ручная кладь.
А вот этот красавчик...
Сдашь его в багаж?
Не знаю.
Не могу решить.
Он довольно тяжёлый.
Но едет так плавно.",,
best-pair-0092,44619-rus_Cyrl,"You went $0.06 over.
I need the $0.06.
But I only want $10 even.
You pumped 1006.
Then you should fix your pumps so they don't go so fast.
I'm on a fixed income, you know.
Lady, if you don't.","У вас вышло на 6 центов больше.
Мне нужны эти 6 центов.
Но я хотела ровно на 10 долларов.
Вы заправились на 10 долларов 6 центов.
Тогда вам стоит настроить колонки так, чтобы они не так быстро качали.
Я живу на фиксированный доход, между прочим.
Женщина, если вы не...","У вас вышло на 6 центов больше.
Мне нужны эти 6 центов.
Но я хотела ровно на 10 долларов.
Вы заправились на 10 долларов 6 центов.
Тогда вам надо наладить колонки, чтобы они не так быстро качали.
Я живу на фиксированную пенсию, между прочим.
Женщина, если вы не...",,
best-pair-0093,44715-rus_Cyrl,"All right, so it is some hours later, I have showered.
I've chilled out a bit.
Feeling really good now, and I checked my phone.
Now the internet won't work.
All right.
Now I want to kick in and be of use.
It's just so wild being in a foreign country.
When you by yourself, you don't know where you're at.
You out and about in your internet.
Stop working like that is wild.
So I'm like, I know y'all lying.
I'm paying for both of these services and y'all trying to play with me.","Ладно, прошло уже несколько часов, я принял душ.
Немного успокоился.
Сейчас мне уже гораздо лучше, и я проверил телефон.
И теперь интернет не работает.
Ладно.
Теперь хочу собраться и заняться делом.
Это просто жесть — быть в чужой стране.
Когда ты один, ты даже не понимаешь, где находишься.
Ты где-то на улице, по своим делам, и тут интернет
просто берёт и перестаёт работать — это вообще дико.
И я такой: да не гоните.
Я плачу за оба этих сервиса, а вы ещё пытаетесь меня разводить.","Ладно, прошло уже несколько часов, я принял душ.
Немного успокоился.
Сейчас мне уже реально хорошо, и я проверил телефон.
И теперь интернет не работает.
Ладно.
Теперь хочу включиться и заняться делом.
Это просто дико — быть в чужой стране.
Когда ты один, ты даже не знаешь толком, где находишься.
Ты где-то ходишь по делам, и тут у тебя интернет
вдруг перестаёт работать — это вообще жесть.
И я такой: да ладно, вы же врёте.
Я плачу за оба этих сервиса, а вы ещё пытаетесь меня разводить.",,
best-pair-0094,44761-rus_Cyrl,"Good morning.
What do you do baby?
It is day two of Iceland.
All right.
We are touring the south of Iceland today.
I'm excited about it.
The weather is magnificent.
Very pretty.
Today.
Yesterday morning when I left, it was already raining.
But today the sun is out, so I'm hoping it stays this way while we're driving, you know, towards the south.
We will see.
But yes, looking forward to today.
Let's head out.","Доброе утро.
Чем ты занимаешься, малыш?
Это второй день в Исландии.
Ладно.
Сегодня мы путешествуем по югу Исландии.
Я этому рада.
Погода великолепная.
Очень красиво.
Сегодня.
Вчера утром, когда я уезжала, уже шёл дождь.
Но сегодня светит солнце, так что я надеюсь, что так и останется, пока мы едем, ну, на юг.
Посмотрим.
Но да, я очень жду сегодняшний день.
Поехали.","Доброе утро.
Что делаешь, малыш?
У нас второй день в Исландии.
Ну что.
Сегодня мы путешествуем по югу Исландии.
Я в предвкушении.
Погода великолепная.
Очень красиво.
Сегодня.
Вчера утром, когда я вышла, уже шёл дождь.
Но сегодня светит солнце, так что надеюсь, пока мы будем ехать, ну, на юг, всё так и останется.
Посмотрим.
Но да, я очень жду сегодняшний день.
Ну что, поехали.",,
best-pair-0095,44702-rus_Cyrl,"<p>@rechelon extremely unpopular is one way of putting it… i don’t live in berlin but i think people everywhere had roughly the same response, which is “fuck these assholes for doing something that leaves so many uninvolved people without electricity and treating it like necessary collateral damage”. I’ve seen lots of people speculate that it was a false flag to make the left look bad. Not that the cops care, they are probably giddy with excitement now (a gross thing to imagine) that they have a pretense to raid and criminalize the leftist scene.</p>
<p>@enby_of_the_apocalypse <br>Yeah, I mean it seems like there's still about half a dozen anticivs raised on meme accounts who are shocked the scene didn't stand with them, but are extremely shocked that old timer anticivs who felt disrespected by said crew and haven't backed them.</p>
<p>@enby_of_the_apocalypse <br>I do worry that we'll see a self-justification spiral where a handful of anticivs get so mad at the movement for not supporting their super based attack on the civilized that they end up in ITS level shit within a year or two of isolation and seething.</p>","<p>@rechelon «крайне непопулярно» — это ещё очень мягко сказано… Я не живу в Берлине, но, мне кажется, у людей везде реакция была примерно одинаковая: «да пошли эти уроды нахуй за то, что устроили такое, после чего куча вообще не причастных людей осталась без электричества, а они ещё подают это как какой-то необходимый сопутствующий ущерб». Я видел кучу предположений, что это вообще была провокация под чужим флагом, чтобы выставить левых в плохом свете. Не то чтобы ментов это волновало — они, наверное, сейчас просто вне себя от радости (даже думать об этом мерзко), что у них появился предлог для облав и криминализации левой тусовки.</p>
<p>@enby_of_the_apocalypse <br>Да, ну то есть, похоже, там всё ещё есть где-то полдюжины антицивов, выросших на мемных аккаунтах, которые в шоке, что движ их не поддержал, но ещё сильнее в шоке от того, что старые антицивы, которых эта компания выбесила своим неуважением, тоже их не поддержали.</p>
<p>@enby_of_the_apocalypse <br>Меня правда беспокоит, что мы ещё увидим такую спираль самооправдания, где горстка антицивов настолько озлится на движение за то, что оно не поддержало их супер-базированную атаку на цивилизованных, что в итоге через год-два изоляции и варки в собственной злобе они скатятся в какую-нибудь дичь уровня ITS.</p>","<p>@rechelon «крайне непопулярно» — это ещё мягко сказано… Я не живу в Берлине, но, по-моему, реакция у людей везде была примерно одна и та же: «да пошли эти мудаки нахуй за то, что устроили такое, оставили кучу вообще непричастных людей без электричества и ещё выставляют это как необходимый сопутствующий ущерб». Я видел много предположений, что это вообще была провокация под чужим флагом, чтобы выставить левых в дурном свете. Не то чтобы ментов это волновало — они, наверное, сейчас просто пищат от восторга (мерзко даже представлять), потому что у них появился предлог для облав и криминализации левой движухи.</p>
<p>@enby_of_the_apocalypse <br>Да, в смысле, похоже, там всё ещё есть где-то с полдюжины антицивов, выросших на мем-аккаунтах, которые в шоке, что движ не встал на их сторону, но ещё сильнее охуели от того, что и олдовые антицивы, которых эта компания выбесила своим неуважением, их тоже не поддержали.</p>
<p>@enby_of_the_apocalypse <br>Меня правда тревожит, что мы ещё увидим такую спираль самооправдания, где горстка антицивов настолько взбесится на движение за то, что оно не поддержало их супер-базированную атаку на цивилизованных, что через год-два изоляции и тихого кипения они в итоге скатятся в какую-нибудь дичь уровня ITS.</p>",,
best-pair-0096,44746-rus_Cyrl,"What do you think, Lily?
Yeah.
Oh, no.
The dinosaur is getting you.
Oh, no.
So they have these really fun Jurassic Park.
Little, I don't know, masks.
Oh my goodness.
What did you think?
Oh, Kenzie the dinosaur two.","Ну как тебе, Лили?
Да.
О нет.
Динозавр тебя сейчас схватит.
О нет.
Тут есть такие классные штуки из Jurassic Park.
Маленькие, не знаю, маски.
О боже.
Ну и как тебе?
О, и Kenzie тоже динозавр.","Ну как тебе, Лили?
Да.
О нет.
Динозавр сейчас тебя схватит.
О нет.
Тут есть такие прикольные штуки из Jurassic Park.
Маленькие, не знаю, маски.
О боже.
Ну и как тебе?
О, и Kenzie тоже динозавр.",,
best-pair-0097,44786-rus_Cyrl,"<p>The Case for Impeaching Donald Trump</p>
<p>Bombs over Latin America: It's giving Wag the Dog, if you ask me. The administration, seemingly hot to bring back neoconservative military conquest, soft-launched its latest regime change war in Venezuela by making indiscriminate attacks on boats in the Caribbean and Pacific waters off of Central America. These attacks, all undertaken without a jot of congressional oversight and on the dubious premise that the boats were packed with fentanyl bound for the United States, were murderous on their own. But the news that the military was ordered to strike an already stricken boat in a ""double tap"" attack to kill any survivors has raised the specter of war crimes - and in a way that even many Republicans don't seem ready to countenance.</p>
<p>Trump's Binance buddy gets a pardon: Changpeng Zhao began this year the disgraced former CEO of Binance, the world's largest cryptocurrency exchange, having done prison time for, as the Biden DOJ put it, ""failing to maintain an effective anti-money laundering (AML) program,"" violating the Bank Security Act, and allowing money to flow freely to a host of bad actors, including ""terrorists, cybercriminals, and child abusers."" But Zhao, having forfeited the right to run Binance, wanted back in. So he used his connections to Trump's family and inner circle to secure a pardon that would let him run the show again. In return, Zhao showered his attention on World Liberty Financial - using Binance's leverage to enrich Trump's private crypto fund. TNR's Tim Noah was positively apoplectic about the shady arrangement.</p>
<p>Chips to China: Speaking of Tim Noah and apoplexy: It's probably not great that one firm, Nvidia, has come to possess such godlike, market-moving power. Its outsize importance to the global economy had Noah fingering it as one of the major pillars to crumble, when he gamed out a potential Trump stock market crash back in October. Trump's been doing what he can to boost Nvidia's fortunes, however: This year, the president broke with long-standing national security tradition and announced that he was permitting the firm to sell its H200 chips to China. As The New York Times"" David Sanger noted, the deal - the fruits of ""intense lobbying"" from Nvidia CEO and White House gadfly Jensen Huang - raised a basic question: ""If the chips that power the most advanced technology can be sold to the United States"" chief technological, military and financial competitor, where is the new line drawn?"" That's probably the least of Trump's concerns, however: The deal also guaranteed that ""25 percent of all the revenues from the sales would go to the United States,"" in yet another case of this administration's affection for fascist corporatism.</p>","<p>Аргументы в пользу импичмента Дональда Трампа</p>
<p>Бомбардировки Латинской Америки: если спросите меня, это прямо-таки напоминает «Хвост виляет собакой». Администрация, судя по всему, горящая желанием вернуть неоконсервативные военные завоевания, исподволь запустила свою очередную войну за смену режима в Венесуэле, начав неизбирательные атаки на суда в Карибском море и в акватории Тихого океана у берегов Центральной Америки. Эти атаки, все до единой проведённые без малейшего контроля со стороны Конгресса и под сомнительным предлогом, будто суда были набиты фентанилом, направлявшимся в Соединённые Штаты, сами по себе были смертоносными. Но известие о том, что военным было приказано нанести повторный удар по уже поражённому судну — атаку типа «double tap», чтобы убить всех выживших, — поставило вопрос о возможных военных преступлениях, причём в такой форме, с которой, похоже, не готовы мириться даже многие республиканцы.</p>
<p>Приятель Трампа по Binance получает помилование: Чанпэн Чжао начал этот год как опозоренный бывший генеральный директор Binance, крупнейшей в мире криптовалютной биржи, уже отсидевший срок за то, что, как выразилось министерство юстиции при Байдене, «не сумел обеспечить эффективную программу противодействия отмыванию денег (AML)», нарушил Закон о банковской тайне и позволил деньгам свободно поступать к целому ряду злоумышленников, включая «террористов, киберпреступников и лиц, совершающих насилие над детьми». Но Чжао, лишившись права управлять Binance, хотел вернуться. Поэтому он использовал свои связи с семьёй Трампа и его ближайшим окружением, чтобы добиться помилования, которое позволило бы ему вновь руководить компанией. Взамен Чжао щедро одарил своим вниманием World Liberty Financial, используя влияние Binance, чтобы обогатить частный криптофонд Трампа. Тим Ноа из TNR пришёл в настоящее неистовство из-за этой сомнительной сделки.</p>
<p>Чипы для Китая: раз уж речь зашла о Тиме Ноа и неистовстве, вряд ли можно считать хорошим знаком то, что одна компания — Nvidia — приобрела столь почти божественную способность двигать рынком. Её чрезмерное значение для мировой экономики уже заставило Ноа назвать её одной из главных опор, которым предстоит рухнуть, когда он ещё в октябре моделировал возможный обвал фондового рынка при Трампе. Однако Трамп делает всё, что может, чтобы укрепить позиции Nvidia: в этом году президент нарушил давнюю традицию в сфере национальной безопасности и объявил, что разрешает компании продавать Китаю её чипы H200. Как отметил Дэвид Сэнгер из The New York Times, эта сделка — плод «интенсивного лоббирования» со стороны гендиректора Nvidia и постоянного визитёра Белого дома Дженсена Хуана — поставила базовый вопрос: «Если чипы, обеспечивающие работу самых передовых технологий, можно продавать главному технологическому, военному и финансовому конкуренту Соединённых Штатов, то где теперь проходит новая красная линия?» Впрочем, это, вероятно, меньше всего заботит Трампа: сделка также гарантировала, что «25 процентов всей выручки от продаж будут поступать Соединённым Штатам», что стало ещё одним проявлением симпатии этой администрации к фашистскому корпоративизму.</p>","<p>Основания для импичмента Дональда Трампа</p>
<p>Бомбардировки Латинской Америки: если вы спросите меня, это очень напоминает «Хвост виляет собакой». Администрация, судя по всему, жаждущая вернуть практику неоконсервативных военных авантюр, исподволь начала свою очередную войну за смену режима в Венесуэле, нанеся неизбирательные удары по судам в Карибском море и в тихоокеанских водах у берегов Центральной Америки. Эти атаки, все без исключения проведённые без малейшего надзора со стороны Конгресса и под сомнительным предлогом, будто суда были доверху загружены фентанилом для отправки в Соединённые Штаты, сами по себе были смертоносны. Но сообщения о том, что военным приказали нанести повторный удар по уже поражённому судну — атаку типа «double tap», чтобы добить всех выживших, — вызвали призрак военных преступлений, причём в такой форме, которую, похоже, не готовы принять даже многие республиканцы.</p>
<p>Приятель Трампа из Binance получает помилование: Чанпэн Чжао встретил этот год как опозоренный бывший генеральный директор Binance, крупнейшей в мире криптовалютной биржи, уже отбывший тюремный срок за то, что, как выразилось министерство юстиции при Байдене, «не обеспечил поддержание эффективной программы по противодействию отмыванию денег (AML)», нарушил Закон о банковской тайне и позволил деньгам беспрепятственно поступать к целому кругу преступных фигур, включая «террористов, киберпреступников и растлителей детей». Но Чжао, утратив право управлять Binance, хотел вернуться. Поэтому он задействовал свои связи с семьёй Трампа и его ближайшим окружением, чтобы добиться помилования, которое позволило бы ему снова руководить компанией. Взамен Чжао осыпал вниманием World Liberty Financial, используя влияние Binance, чтобы обогатить частный криптофонд Трампа. Тим Ноа из TNR пришёл буквально в ярость из-за этой сомнительной договорённости.</p>
<p>Чипы для Китая: раз уж речь зашла о Тиме Ноа и приступах ярости, вряд ли можно считать хорошим знаком то, что одна-единственная компания — Nvidia — обрела почти божественную способность двигать рынками. Её чрезмерная значимость для мировой экономики уже побудила Ноа отнести её к числу главных опор, которым суждено рухнуть, когда он ещё в октябре моделировал возможный обвал фондового рынка при Трампе. Однако Трамп, со своей стороны, делает всё, что может, чтобы укрепить положение Nvidia: в этом году президент порвал с давней традицией в сфере национальной безопасности и объявил, что разрешает компании продавать Китаю её чипы H200. Как отметил Дэвид Сэнгер из The New York Times, эта сделка — плод «интенсивного лоббирования» со стороны гендиректора Nvidia Дженсена Хуана, постоянного раздражителя Белого дома, — поставила принципиальный вопрос: «Если чипы, обеспечивающие работу самых передовых технологий, можно продавать главному технологическому, военному и финансовому конкуренту Соединённых Штатов, то где теперь проходит новая черта?» Впрочем, это, вероятно, волнует Трампа меньше всего: сделка также гарантировала, что «25 процентов всей выручки от продаж будут поступать Соединённым Штатам», что стало ещё одним проявлением симпатии этой администрации к фашистскому корпоративизму.</p>",,
