item_id,src,hypo_A,hypo_B,label,
item_0073,"You see, said Quinn, I'm not making it up. I even have proof.",أترى؟ قال كوين: إنني لا أختلق الأمر، بل لديّ دليل أيضًا.,"قال كوين: ""أرأيت؟ أنا لا أختلق هذا الأمر، بل إن لدي دليلاً.""",A,
item_0074,The width of the ruler's unit of measure is based on the regional settings in Microsoft Windows Control Panel.,يعتمد عرض وحدة قياس المسطرة على الإعدادات الإقليمية في لوحة تحكم Microsoft Windows.,يعتمد عرض وحدة قياس المسطرة على الإعدادات الإقليمية في لوحة تحكم Microsoft Windows.,tie,
item_0075,"In general, avoid doing the following to prevent problems caused by mixing queries created under different ANSI SQL query modes:",بوجه عام، تجنب القيام بما يلي لتفادي المشكلات الناتجة عن خلط استعلامات تم إنشاؤها في ظل أوضاع استعلام ANSI SQL مختلفة:,بوجه عام، تجنّب القيام بما يلي لتفادي المشكلات الناجمة عن خلط الاستعلامات المنشأة في أوضاع استعلام ANSI SQL مختلفة:,A,
item_0076,"They intrigued and slandered and hated each other only on that account, – but as to effectually lifting a little finger – oh, no. By heavens!",لقد تآمروا وافتروا وتباغضوا لأجل ذلك وحده، أما أن يحركوا إصبعاً واحدة لتقديم مساعدة فعلية—فلا والله، هيهات!,كانوا يحيكون الدسائس ويتقاذفون الافتراءات ويتباغضون لمجرد ذلك، أما أن يحرّكوا إصبعًا واحدًا تحريكًا فعّالًا، فكلّا، وأيمُ الله!,A,
item_0077,The vote will take place tomorrow at 12 noon.,سيُجرى التصويت غدًا في تمام الساعة الثانية عشرة ظهرًا.,سيجري التصويت غداً في تمام الساعة الثانية عشرة ظهراً.,tie,
item_0078,It's even made out to you.,بل إنه محرَّر باسمك أنت.,حتى إنها مكتوبة باسمك.,unclear,"""it"" is ambiguous"
item_0079,"The chair was comfortable, and the beer had gone slightly to his head.",كان الكرسيُّ مريحاً، وقد لعبت الجعة برأسه قليلاً.,كان الكرسي مريحًا، وكانت الجعة قد صعدت إلى رأسه قليلًا.,A,
item_0080,Harry just caught sight of a pair of bright brown eyes staring at him before it closed with a snap.,لمح هاري زوجًا من عينين بنيتين لامعتين تحدقان فيه قبل أن يُغلق بفرقعة.,لمح هاري للتو عينين بنيتين لامعتين تحدقان فيه قبل أن تنغلقا فجأة.,B,
item_0081,"For example, you can filter for the top or bottom 25 % of salespeople based on the number of orders handled.",على سبيل المثال، يمكنك تصفية أفضل أو أقل 25% من مندوبي المبيعات بناءً على عدد الطلبات التي تمت معالجتها.,على سبيل المثال، يمكنك التصفية لعرض أعلى 25٪ أو أدنى 25٪ من مندوبي المبيعات بناءً على عدد الطلبات التي تولّوا معالجتها.,A,
item_0082,Auster looked the check over carefully and nodded.,تفحّص أوستر الشيك بعناية ثم أومأ برأسه.,تفحّص أوستر الشيك بعناية وأومأ برأسه.,tie,
item_0083,"Also, you can set the line style of borders. For example, you can specify that a border consists of dashes or dots.",يمكنك أيضًا ضبط نمط خط الحدود؛ فعلى سبيل المثال، يمكنك تحديد أن يتكوّن الحد من شرطات أو نقاط.,كما يمكنك أيضًا تعيين نمط خط الحدود. فعلى سبيل المثال، يمكنك تحديد أن يتكون الحد من شرطات أو نقاط.,B,
item_0084,"It is accompanied by the further reflection (partly proud, mostly bitter) that we Jews seem to have a genius for finding the heart of the crisis.",ويرافق ذلك تأملٌ آخر (يخالطه بعض الفخر، ويطغى عليه الكثير من المرارة) مفاده أننا نحن اليهود يبدو أننا نمتلك عبقريةً في الوصول إلى جوهر الأزمة.,ويصاحبه تأمّلٌ آخر (فيه بعض الاعتزاز وكثيرٌ من المرارة) مفاده أننا نحن اليهود نبدو كأننا نملك عبقريةً في العثور على لبّ الأزمة.,tie,
item_0085,"Still, it was painful, and he struggled desperately to swallow his pride.",ومع ذلك، كان الأمر مؤلمًا، وجاهد مستميتًا ليبتلع كبرياءه.,ومع ذلك، كان الأمر مؤلماً، وقد جاهد باستماتة ليبتلع كبرياءه.,tie,
item_0086,"The pressure had been building up in him since Stillman's disappearance that morning, and it came out of him now as a torrent of words.",كان الضغط يتراكم في داخله منذ اختفاء ستيلمان صباح ذلك اليوم، وها هو الآن ينفجر منه في سيلٍ من الكلمات.,كان الضغط يتراكم في داخله منذ اختفاء ستيلمان ذلك الصباح، وانفجر منه الآن سيلًا جارفًا من الكلمات.,A,
item_0087,The fact that my name has been mixed up in this.,حقيقة أن اسمي قد أُقحم في هذا الأمر.,حقيقة أن اسمي قد زُجّ به في هذا الأمر.,A,
item_0088,And the national judges frequently have difficulty in understanding and applying the concept of indirect discrimination.,وكثيرًا ما يواجه القضاة الوطنيون صعوبة في فهم مفهوم التمييز غير المباشر وتطبيقه.,وغالبًا ما يواجه القضاة الوطنيون صعوبة في فهم مفهوم التمييز غير المباشر وتطبيقه.,tie,
item_0089,"Wires sometimes get crossed. A person tries to call a number, and even though he dials correctly, he gets someone else.",قد تختلط الخطوط أحيانًا؛ فيحاول شخص الاتصال برقم ما، ورغم أنه يطلبه بشكل صحيح، يصل إلى شخص آخر.,تتداخل خطوط الهاتف أحياناً؛ فقد يحاول المرء الاتصال برقم ما، ورغم طلبه للرقم بشكل صحيح، يجيبه شخص آخر.,A,
item_0090,"Now that the Dursleys knew they weren't going to wake up as fruitbats, he had lost his only weapon.",والآن، بعد أن أدرك آل دورسلي أنهم لن يستيقظوا ليجدوا أنفسهم خفافيش فاكهة، كان قد فقد سلاحه الوحيد.,والآن، بعد أن أدرك آل دورسلي أنهم لن يستيقظوا وقد تحولوا إلى خفافيش فاكهة، فقدَ سلاحه الوحيد.,A,
item_0091,Two months ago I had to have an operation for a serious complaint.,منذ شهرين، اضطررت إلى الخضوع لعملية جراحية بسبب عِلّة خطيرة.,قبل شهرين، اضطررت لإجراء عملية جراحية بسبب حالة صحية خطيرة.,B,
item_0092,"He cleared the table of the breakfast dishes, tossed the newspaper on the couch, went into the bathroom, showered, shaved, went on to the bedroom wrapped in two towels, opened the closet and picked out his clothes for the day.",رفع أطباق الإفطار عن المائدة، وألقى الصحيفة على الأريكة، ثم دخل الحمّام فاستحمّ وحلق ذقنه، ومضى إلى غرفة النوم ملتفًّا بمنشفتين، وفتح الخزانة واختار ملابس يومه.,أخلى الطاولة من أطباق الفطور، وألقى بالجريدة على الأريكة، ثم دخل الحمام فاستحم وحلق، ثم توجه إلى غرفة النوم ملتفاً بمنشفتين، وفتح الخزانة وانتقى ملابس يومه.,tie,
item_0093,"Nevertheless, as time wore on he found himself doing a good imitation of a man preparing to go out.",ومع ذلك، ومع مرور الوقت، وجد نفسه يحاكي ببراعة رجلاً يستعد للخروج.,ومع ذلك، ومع مرور الوقت، وجد نفسه يحاكي بإتقان رجلاً يستعد للخروج.,tie,
item_0094,"Whether it might have turned out differently, or whether it was all predetermined with the first word that came from the stranger's mouth, is not the question.",سواء أكان من الممكن أن تسير الأمور على نحو آخر، أم أن كل شيء كان مقدراً منذ الكلمة الأولى التي نطق بها الغريب، فليس هذا هو السؤال.,ليس السؤال ما إذا كان من الممكن أن تجري الأمور على نحوٍ مختلف، أم أن كل شيء كان مقدّرًا سلفًا منذ أول كلمة خرجت من فم الغريب.,A,
item_0095,"""I have a duty toward you,"" he tells me.",«عليَّ واجب تجاهك»، يقول لي.,"""إن عليّ واجباً تجاهك""، يقول لي.",B,
item_0096,"There was an air of plotting about that station, but nothing came of it, of course.",كان يخيّم على تلك المحطة جوٌّ من التآمر، لكن لم يتمخّض عن ذلك شيء، بالطبع.,كانت تسود تلك المحطة أجواء من التآمر، لكنها لم تسفر عن شيء بالطبع.,B,
item_0097,Access ReportML will not write out any empty tags.,لن يقوم Access ReportML بكتابة أي وسوم فارغة.,لن يُخرِج Access ReportML أي وسوم فارغة.,A,
item_0098,Afterwards I took it back when it was borne in upon me startlingly with what extreme nicety he had estimated the time requisite for the 'affair.',"وبعد ذلك تراجعتُ عن رأيي حين أدركتُ بغتةً وبمنتهى الدهشة مدى الدقة المتناهية التي قدّر بها الوقت اللازم لتلك ""المسألة"".",غير أنني تراجعت عن ذلك لاحقًا حين تبيّن لي فجأةً، على نحوٍ مذهل، بأي دقةٍ بالغة كان قد قدّر الزمن اللازم لذلك «الأمر».,A,
item_0099,Most of the dinner guests agree that Russia's internal difficulties are so grave it may have to draw away from Syria.,يتفق معظم ضيوف حفل العشاء على أن صعوبات روسيا الداخلية بلغت من الجسامة حداً قد يضطرها إلى الانسحاب من سوريا.,يتفق معظم ضيوف العشاء على أن الصعوبات الداخلية التي تواجهها روسيا جسيمة إلى حد قد يضطرها إلى النأي بنفسها عن سوريا.,B,
item_0100,The municipality of Jerusalem is planning to build a new road and will tear the Jordanian one up.,تعتزم بلدية القدس شقّ طريق جديد وإزالة الطريق الأردني.,تخطط بلدية القدس لشق طريق جديد وستهدم الطريق الأردني.,B,
item_0101,"""So let us make a deal.",فلنعقد صفقة إذاً.,إذن فلنبرم صفقة.,tie,
item_0102,"He was bearing down on Harry like a great bulldog, all his teeth bared.",كان ينقضّ على هاري ككلب بولدوغ ضخم، مكشّرًا عن أنيابه كلها.,كان يندفع نحو هاري كأنه كلب بولدوغ ضخم، كاشرًا عن أنيابه كلها.,tie,
item_0103,"These works were written under the name of William Wilson, and he produced them at the rate of about one a year, which brought in enough money for him to live modestly in a small New York apartment.",كُتِبت هذه الأعمال تحت اسم ويليام ويلسون، وكان ينتجها بمعدل عملٍ واحدٍ تقريباً في السنة، مما كان يدرّ عليه مالاً يكفيه للعيش بتواضع في شقة صغيرة بنيويورك.,كُتبت هذه الأعمال باسم وليام ويلسون، وكان يُنجزها بمعدل عملٍ واحد تقريبًا كل عام، فكانت تدرّ عليه مالًا يكفيه ليعيش عيشةً متواضعة في شقة صغيرة بنيويورك.,A,
item_0104,Each filter you apply is added to the ones you already have in effect.,يُضاف كل عامل تصفية تطبّقه إلى عوامل التصفية المفعّلة لديك بالفعل.,يُضاف كل عامل تصفية تطبقه إلى عوامل التصفية المفعلة لديك بالفعل.,tie,
item_0105,"At times I suspect that the world would be glad to see the last of its Christianity, and that it is the persistency of the Jews that prevents it.",يساورني الشك أحياناً في أن العالم سيسعد بالخلاص من مسيحيته، وأن إصرار اليهود هو ما يحول دون ذلك.,تراودني أحيانًا ريبةٌ في أن العالم سيكون مسرورًا لو تخلّص نهائيًا من مسيحيته، وأن إصرار اليهود هو ما يحول دون ذلك.,tie,
item_0106,The problems caused by the absence of transparency are particularly severe.,تُعدّ المشكلات الناجمة عن غياب الشفافية بالغة الخطورة.,إن المشكلات الناجمة عن غياب الشفافية خطيرة بشكل خاص.,tie,
item_0107,British Conservatives also believe that the Commission is wrong to bring forward this proposal in the name of the European Single Market.,ويعتقد المحافظون البريطانيون أيضاً أن المفوضية مخطئة في تقديم هذا الاقتراح باسم السوق الأوروبية الموحدة.,ويرى المحافظون البريطانيون أيضاً أن المفوضية مخطئة في تقديم هذا المقترح باسم السوق الأوروبية الموحدة.,B,
item_0108,"The what? Auster laughed, and in that laugh everything was suddenly blown to bits.","""ماذا؟"" ضحك أوستر، وفي تلك الضحكة، تبدد كل شيء فجأة وتطاير أشلاءً.",الماذا؟ ضحك أوستر، وفي تلك الضحكة تناثر كل شيء فجأةً إلى شظايا.,A,
item_0109,"If you want to make changes to the design of the resulting page, you can open the page in Design view and make any changes you want.",إذا كنت ترغب في إجراء تغييرات على تصميم الصفحة الناتجة، يمكنك فتح الصفحة في عرض التصميم وإجراء أي تغييرات تريدها.,إذا أردت إجراء تغييرات على تصميم الصفحة الناتجة، يمكنك فتح الصفحة في عرض التصميم وإجراء أي تغييرات تريدها.,tie,
item_0110,"James Eichelberger, a State Department political scientist who had been an account executive for J Walter Thompson, one of the world's largest advertising and public-relations firms, ""was sent to Cairo where he talked with Nasser and his confidants and produced a series of papers identifying the new government's problems and recommending policies to deal with them.""",جيمس آيكلبرغر، عالم سياسة في وزارة الخارجية كان قد عمل مديرَ حسابات لدى شركة جاي والتر طومسون، إحدى أكبر شركات الإعلان والعلاقات العامة في العالم، «أُوفد إلى القاهرة حيث تحدّث مع ناصر ومقرّبيه، وأعدّ سلسلة من الأوراق حدّد فيها مشكلات الحكومة الجديدة وأوصى بسياسات لمعالجتها».,"أُرسل جيمس آيشيلبرغر، وهو عالم سياسي في وزارة الخارجية كان يشغل سابقاً منصب مدير حسابات في شركة ""جي والتر تومبسون""، إحدى أكبر شركات الإعلان والعلاقات العامة في العالم، ""إلى القاهرة حيث تحاور مع ناصر والمقربين منه، وقدم سلسلة من الدراسات التي تحدد المشكلات التي تواجهها الحكومة الجديدة وتوصي بالسياسات الكفيلة بمعالجتها"".",A,
item_0111,He put them on in a kind of trance.,ارتداها وهو في حالة أشبه بالغيبوبة.,ارتداها وهو في شبه غيبوبة.,A,
item_0112,He let go of the gnome's ankles: it flew twenty feet into the air and landed with a thud in the field over the hedge.,أفلت كاحلي قزم الحديقة، فانطلق محلقًا عشرين قدمًا في الهواء، ثم هبط بارتطامة في الحقل الواقع خلف السياج.,أفلتَ كاحلَي القزم، فطار عشرين قدمًا في الهواء وهبط بارتطامٍ في الحقل خلف السياج الشجيري.,A,
item_0113,"However, the filter settings are retained, so that when you turn autofiltering back on, the data that was previously displayed or hidden is again displayed or hidden.",ومع ذلك، يتم الاحتفاظ بإعدادات عامل التصفية، بحيث عندما تعيد تشغيل التصفية التلقائية، تُعرض أو تُخفى مرة أخرى البيانات التي كانت معروضة أو مخفية سابقًا.,ومع ذلك، يتم الاحتفاظ بإعدادات التصفية، بحيث يتم مجدداً عرض أو إخفاء البيانات التي كانت معروضة أو مخفية سابقاً عند إعادة تفعيل التصفية التلقائية.,A,
item_0114,Citizens take their right to petition seriously.,يأخذ المواطنون حقهم في تقديم العرائض على محمل الجد.,يأخذ المواطنون حقهم في تقديم العرائض على محمل الجد.,tie,
item_0115,"If you carry out the Save As command after making changes to the object's formatting, but before saving your changes, the current formatting – not the saved formatting – will be used to create the page.",إذا نفّذت أمر «حفظ باسم» بعد إجراء تغييرات على تنسيق الكائن، ولكن قبل حفظ تغييراتك، فسيُستخدم التنسيق الحالي — وليس التنسيق المحفوظ — لإنشاء الصفحة.,"إذا نفّذت أمر ""حفظ باسم"" بعد إجراء تغييرات على تنسيق الكائن وقبل حفظها، فسيُستخدَم التنسيق الحالي - لا التنسيق المحفوظ - لإنشاء الصفحة.",tie,
item_0116,"For example, if you set a conditional filter to show the top two cities based on sales, followed by an autofilter on the ShippedCity field to include only five cities, the PivotTable view will show the top two of the five cities you selected.",على سبيل المثال، إذا عيّنت عامل تصفية شرطيًا لعرض أعلى مدينتين استنادًا إلى المبيعات، ثم طبّقت عامل تصفية تلقائيًا على حقل ShippedCity لتضمين خمس مدن فقط، فسيعرض عرض PivotTable أعلى مدينتين من بين المدن الخمس التي حددتها.,"على سبيل المثال، إذا قمت بتعيين عامل تصفية شرطي لإظهار أعلى مدينتين من حيث المبيعات، ثم طبقت تصفية تلقائية على حقل ""مدينة الشحن"" لتضمين خمس مدن فقط، فإن عرض الجدول المحوري (PivotTable) سيظهر أعلى مدينتين من بين المدن الخمس التي حددتها.",B,
item_0117,Just at that time the manager was the only man supposed to have any right to candles.,في تلك الفترة بالذات، كان المدير هو الرجل الوحيد الذي يُفترض أن له الحق في الحصول على الشموع.,في ذلك الوقت تحديداً، كان المدير هو الرجل الوحيد الذي يُفترض أن له الحق في الحصول على الشموع.,tie,
item_0118,"It pleased him to watch it leave his mouth in gusts, disperse, and take on new definition as the light caught it.",رَاقَهُ أَنْ يَرْقُبَهُ وَهُوَ يَنْبَعِثُ مِنْ فَمِهِ دَفَقَاتٍ، ثُمَّ يَتَبَدَّدُ وَيَتَّشِحُ بِمَعَالِمَ جَدِيدَةٍ كُلَّمَا دَاعَبَهُ الضَّوْءُ.,كان يسرّه أن يراه يندفع من فمه في نفثات، ثم يتبدّد، ويتخذ ملامح جديدة حين يلتقطه الضوء.,B,
item_0119,"Reading The Sound and the Fury last night, I came upon words in Compson's thought that belonged to E E Cummings and the thirties, not to the year 1910.",وأنا أقرأ «الصخب والعنف» ليلة أمس، صادفتُ في أفكار كومبسون كلماتٍ تنتمي إلى إي. إي. كمنغز وإلى ثلاثينيات القرن العشرين، لا إلى عام 1910.,"بينما كنت أقرأ رواية ""الصخب والعنف"" ليلة أمس، استوقفتني في أفكار ""كومبسون"" كلمات تنتمي إلى ""إي إي كامنغز"" وثلاثينيات القرن العشرين، لا إلى عام 1910.",tie,
item_0120,She ruffled her feathers and gave him a look of deep disgust.,نفشت ريشها ورمقته بنظرة تحمل عميق الاشمئزاز.,نفشت ريشها ورمقته بنظرة اشمئزاز بالغ.,tie,
item_0121,And the talk goes on.,وما زال الحديث مستمراً.,ويتواصل الحديث.,tie,
item_0122,How to avoid problems caused by mixing queries under different ANSI SQL query modes in the same database,كيفية تجنب المشكلات الناجمة عن دمج استعلامات تعمل وفق أنماط استعلام ANSI SQL مختلفة في قاعدة البيانات ذاتها,كيفية تفادي المشكلات الناجمة عن مزج الاستعلامات ضمن أوضاع استعلام ANSI SQL مختلفة في قاعدة البيانات نفسها,A,
item_0123,Some Armenian prelates have joined us for coffee and take part in the discussion.,انضم إلينا بعض رجال الدين الأرمن لتناول القهوة والمشاركة في المناقشة.,انضم إلينا بعض المطارنة الأرمن لاحتساء القهوة والمشاركة في النقاش.,A,
item_0124,"At first, it looked as though Uncle Vernon would manage to gloss the whole thing over (Just our nephew – very disturbed meeting strangers upsets him, so we kept him upstairs)",في البداية، بدا كأن العم فيرنون سيتمكن من التغطية على الأمر كله (إنه مجرد ابن أختنا — مضطرب جدًا؛ فلقاء الغرباء يزعجه، لذلك أبقيناه في الطابق العلوي),في البداية، بدا الأمر وكأن العم فيرنون سينجح في التغطية على الأمر برُمّته (إنه ابن أختنا فحسب، يعاني اضطراباً شديداً وملاقاة الغرباء تثير قلقه، لذا أبقيناه في الطابق العلوي),B,
item_0125,"If the button is not selected, selecting new items to filter automatically turns filtering on and removes your former filter settings.",إذا لم يكن الزر محددًا، فسيؤدي تحديد عناصر جديدة لتصفيتها إلى تفعيل التصفية تلقائيًا وإزالة إعدادات التصفية السابقة.,في حال عدم تحديد الزر، فإن اختيار عناصر جديدة لتصفيتها يؤدي تلقائيًا إلى تفعيل التصفية وإزالة إعدادات التصفية السابقة.,tie,
item_0126,They believed that genuine democracy was now on its way.,لقد آمنوا بأن الديمقراطية الحقيقية باتت قاب قوسين أو أدنى.,كانوا يعتقدون أن الديمقراطية الحقيقية باتت الآن في طريقها.,B,
item_0127,2 A crosstab query based on the select query,٢ استعلام جدولي تقاطعي يستند إلى استعلام التحديد,٢. استعلام جدولي يستند إلى استعلام التحديد,A,
item_0128,"Also, some serious targets must now finally be set for the car industry.",كما يجب الآن أخيراً تحديد بعض الأهداف الجادة لقطاع صناعة السيارات.,كما يجب الآن أخيراً وضع بعض الأهداف الجادة لصناعة السيارات.,tie,
item_0129,"Well, I've got news for you, boy. I'm locking you up you're never going back to that school. never. and if you try and magic yourself out – they'll expel you!",حسنًا، لديّ خبر لك يا فتى: سأحبسك، ولن تعود إلى تلك المدرسة أبدًا، أبدًا. وإن حاولت أن تخرج نفسك بالسحر، فسيطردونك!,حسنًا، لدي أخبار لك يا فتى. سأحبسك ولن تعود إلى تلك المدرسة أبدًا. أبدًا. وإذا حاولت استخدام السحر للهرب، فسوف يطردونك!,,
item_0130,The vote will take place tomorrow at 12 noon.,سيُجرى التصويت غدًا في تمام الساعة الثانية عشرة ظهرًا.,سيجري التصويت غداً في تمام الساعة الثانية عشرة ظهراً.,,
item_0131,"Thank you very much, Commissioner.",شكرًا جزيلًا، سعادة المفوض.,شكراً جزيلاً لك، سيادة المفوض.,,
item_0132,Filtering based on the data in one cell (Filter by Selection),التصفية استناداً إلى البيانات الموجودة في خلية واحدة (التصفية حسب التحديد),التصفية بناءً على البيانات الموجودة في خلية واحدة (التصفية حسب التحديد),,
item_0133,"Greece, Italy, France, Spain and Austria, have understood that something has to be done and now have a presence in Albania.",أدركت كل من اليونان وإيطاليا وفرنسا وإسبانيا والنمسا ضرورة اتخاذ إجراء ما، وبات لها وجود الآن في ألبانيا.,أدركت كلٌّ من اليونان وإيطاليا وفرنسا وإسبانيا والنمسا أن من الضروري اتخاذ إجراء، وبات لهذه الدول الآن حضور في ألبانيا.,,
item_0134,"You want to take advantage of the new features not found in ANSI-89 SQL, such as:",ترغب في الاستفادة من الميزات الجديدة غير المتوفرة في معيار ANSI-89 للغة SQL، مثل:,ترغب في الاستفادة من المزايا الجديدة غير المتوفرة في ANSI-89 SQL، مثل:,,
item_0135,This is a thought that sometimes crosses Jewish minds.,هذه فكرة تراود أذهان اليهود أحيانًا.,هذه فكرة تطرأ أحياناً على بال اليهود.,,
item_0136,"They hit the branches, they thresh the leaves with their sticks, and the fruit rains down.",يضربون الأغصان ويهشّون الأوراق بعصيهم، فتنهال الثمار كالمطر.,يضربون الأغصان، وينفضون الأوراق بعصيهم، فتتساقط الثمار كالمطر.,,
item_0137,Copyright and the EU's principle of free competition should be taken into account in the televising of sports as of other events.,ينبغي أخذ حقوق الطبع والنشر ومبدأ المنافسة الحرة للاتحاد الأوروبي بعين الاعتبار عند البث التلفزيوني للفعاليات الرياضية وغيرها من الأحداث.,ينبغي أخذ حقوق النشر ومبدأ المنافسة الحرة في الاتحاد الأوروبي في الاعتبار عند بث الأحداث الرياضية تلفزيونياً، شأنها شأن غيرها من الأحداث.,,
item_0138,"As he drank his coffee, buttered his toast, and read through the baseball scores in the paper (the Mets had lost again, two to one, on a ninth inning error), it did not occur to him that he was going to show up for his appointment.",بينما كان يرتشف قهوته، ويدهن خبزه المحمص بالزبدة، ويتصفح نتائج مباريات البيسبول في الجريدة (إذ خسر فريق الميتس مجدداً، بنقطتين مقابل نقطة، بسبب خطأ في الشوط التاسع)، لم يخطر بباله مطلقاً أنه سيذهب لحضور موعده.,وبينما كان يشرب قهوته، ويدهن خبزه المحمّص بالزبدة، ويتصفّح نتائج مباريات البيسبول في الصحيفة (كان فريق الميتس قد خسر من جديد، اثنين مقابل واحد، بسبب خطأ في الشوط التاسع)، لم يخطر بباله أنه سيحضر موعده.,,
item_0139,"See what it is doing now in the Warsaw Pact countries, it is making deals with the Communists.",انظر إلى ما تفعله الآن في دول حلف وارسو، إنها تعقد صفقات مع الشيوعيين.,انظر ماذا تفعل الآن في دول حلف وارسو، إنها تعقد صفقات مع الشيوعيين.,,
item_0140,The default view – the view in which the object is open when you carry out the Save As command – determines the design of the data access page.,"تحدد طريقة العرض الافتراضية – وهي طريقة العرض التي يكون الكائن مفتوحاً بها عند تنفيذ أمر ""حفظ باسم"" – تصميم صفحة الوصول إلى البيانات.",تُحدِّد طريقة العرض الافتراضية — وهي طريقة العرض التي يكون الكائن مفتوحًا فيها عند تنفيذ الأمر «حفظ باسم» — تصميم صفحة الوصول إلى البيانات.,,
item_0141,"For some reason, Quinn had not expected this, and it threw him off track.",لسبب ما، لم يكن كوين يتوقع هذا، مما أفقده توازنه.,لسببٍ ما، لم يكن كوين يتوقع هذا، وقد أربكه ذلك.,,
item_0142,"I went to work the next day, turning, so to speak, my back on that station.",ذهبتُ إلى عملي في اليوم التالي، وقد أدرتُ ظهري، إن جاز التعبير، لتلك المحطة.,ذهبتُ إلى العمل في اليوم التالي، مولياً ظهري، إن صح التعبير، لتلك المحطة.,,
item_0143,"In 1947 Copeland had been sent to Damascus (""by whom is not stated,"" Kedourie says) ""to make unofficial contact"" with Syrian leaders and ""to probe for means of persuading them, on their own, to liberalize their political system.""","في عام 1947، أُوفد كوبلاند إلى دمشق (""دون ذكر الجهة التي أرسلته""، كما يقول كيدوري) ""لإجراء اتصالات غير رسمية"" مع القادة السوريين و""لاستكشاف سبل إقناعهم، من تلقاء أنفسهم، بتحرير نظامهم السياسي"".",في عام 1947، كان كوبلاند قد أُرسل إلى دمشق («ولا يُذكر مَن أرسله»، كما يقول كدوري) «لإجراء اتصالات غير رسمية» مع القادة السوريين، و«لاستكشاف الوسائل الكفيلة بإقناعهم، من تلقاء أنفسهم، بتحرير نظامهم السياسي».,,
item_0144,"Each time he took a walk, he felt as though he were leaving himself behind, and by giving himself up to the movement of the streets, by reducing himself to a seeing eye, he was able to escape the obligation to think, and this, more than anything else, brought him a measure of peace, a salutatory emptiness within.",في كل مرة كان يخرج فيها للسير، كان يشعر كأنه يترك نفسه وراءه، وباستسلامه لحركة الشوارع، واختزال نفسه في مجرد عين ترى، كان ينجح في التهرب من واجب التفكير، وهذا، أكثر من أي شيء آخر، كان يمنحه قدراً من السلام، وخلاءً داخلياً شافياً.,في كل مرة كان يخرج فيها للمشي، كان يشعر كأنه يترك نفسه وراءه، وباستسلامه لحركة الشوارع، وباختزاله ذاته إلى عينٍ مبصرة، كان يستطيع أن يفلت من عبء التفكير، وهذا، أكثر من أي شيء آخر، كان يمنحه قدرًا من السكينة، وفراغًا مطهِّرًا في داخله.,,
item_0145,The apostrophe has a special purpose in an XML document and can be misinterpreted if used directly in the text.,للفاصلة العليا وظيفة خاصة في مستند XML، وقد يُساء تفسيرها إذا استُخدمت مباشرةً في النص.,تُستخدم علامة الفاصلة العليا لغرض خاص في مستندات XML، وقد يساء تفسيرها إذا استُخدمت مباشرة في النص.,,
item_0146,"When you open a page, Access reads the connection file that is linked to the page, and based on the contents of the connection file, connects the page to the appropriate data source.",عند فتح صفحة، يقرأ Access ملف الاتصال المرتبط بالصفحة، وبناءً على محتويات ملف الاتصال، يربط الصفحة بمصدر البيانات المناسب.,عند فتح صفحة، يقرأ Access ملف الاتصال المرتبط بالصفحة، وبناءً على محتويات ملف الاتصال، يربط الصفحة بمصدر البيانات المناسب.,,
item_0147,"For example, you can filter for the top 25 % or bottom 25 % of salespeople based on the number of orders handled.",على سبيل المثال، يمكنك تصفية مندوبي المبيعات لعرض أعلى 25٪ أو أدنى 25٪ منهم استنادًا إلى عدد الطلبات التي تولّوا معالجتها.,على سبيل المثال، يمكنك تصفية النتائج لعرض أعلى 25% أو أدنى 25% من مندوبي المبيعات بناءً على عدد الطلبات التي أنجزوها.,,
item_0148,"Failing in Syria, the Americans went to work in Egypt.",بعد فشلهم في سوريا، اتجه الأمريكيون للعمل في مصر.,إثر فشلهم في سوريا، انتقل الأمريكيون إلى العمل في مصر.,,
item_0149,Then someone says that it can't be long now before the Russians write Arafat off.,ثم يقول أحدهم إنه لن يمر وقت طويل قبل أن يشطب الروس عرفات من حساباتهم.,ثم يقول أحدهم إن المسألة باتت مسألة وقت ليس إلا قبل أن ينفض الروس أيديهم من عرفات.,,
item_0150,"Shrugging, he gives up and I turn to the twice disagreeable chicken and eat guiltily, my appetite spoiled.",يهز كتفيه مستسلمًا، فأعود إلى الدجاج المنفّر على نحو مضاعف وآكل شاعرةً بالذنب، وقد فسدت شهيتي.,وهز كتفيه مستسلمًا، فالتفتُّ أنا إلى الدجاجة التي باتت بغيضةً مرتين، ورحتُ آكل بشعورٍ بالذنب وقد سُدَّت شهيتي.,,
